date,actual,predicted,residual
2024-10-11,41.42,50.77734059600205,-9.357340596002047
2024-10-12,62.29,54.80897216998107,7.481027830018931
2024-10-13,64.87,57.44641760787122,7.423582392128786
2024-10-14,84.94,50.665385824912605,34.27461417508739
2024-10-15,94.63,53.0826717567577,41.5473282432423
2024-10-16,80.8,49.67296314983461,31.12703685016539
2024-10-17,82.89,63.04870130344005,19.841298696559953
2024-10-18,80.43,77.59832763280522,2.831672367194784
2024-10-19,97.62,92.45813503399152,5.16186496600848
2024-10-20,101.62,79.9559503015347,21.664049698465305
2024-10-21,70.34,90.35237578398566,-20.01237578398566
2024-10-22,66.3,75.80159049453991,-9.501590494539911
2024-10-23,97.53,91.50463213439409,6.025367865605915
2024-10-24,117.78,109.7368928545833,8.043107145416698
2024-10-25,85.48,91.44661744284139,-5.9666174428413825
2024-10-26,86.22,103.71151046828017,-17.49151046828017
2024-10-27,117.66,95.81308700380734,21.846912996192657
2024-10-28,115.05,122.78867411456605,-7.738674114566052
2024-10-29,126.23,94.02754762967682,32.202452370323186
2024-10-30,106.27,90.20292480747172,16.06707519252828
2024-10-31,104.28,102.36160080326,1.9183991967399976
2024-11-01,138.9,136.270484060885,2.6295159391150094
2024-11-02,181.54,149.58964736046687,31.950352639533122
2024-11-03,130.42,116.96503157389088,13.454968426109104
2024-11-04,152.0,109.23205943667047,42.76794056332953
2024-11-05,140.67,173.47886795007616,-32.80886795007618
2024-11-06,120.56,140.99500490045224,-20.435004900452242
2024-11-07,109.99,132.79787268670722,-22.807872686707228
2024-11-08,152.22,137.77710792284694,14.442892077153061
2024-11-09,120.36,128.74248547864588,-8.382485478645876
2024-11-10,138.22,133.0506227243446,5.169377275655393
2024-11-11,150.16,121.7316381865161,28.428361813483903
2024-11-12,160.88,130.1826273854416,30.69737261455839
2024-11-13,191.22,105.25457404098209,85.9654259590179
2024-11-14,182.69,123.94296853834115,58.74703146165885
2024-11-15,306.91,113.94622892727784,192.96377107272218
2024-11-16,169.27,117.13510278531753,52.13489721468248
2024-11-17,138.63,116.1082448509295,22.5217551490705
2024-11-18,119.66,127.27608950374547,-7.616089503745471
2024-11-19,148.33,103.68987323434771,44.6401267656523
2024-11-20,127.97,98.7974977213625,29.172502278637495
2024-11-21,92.24,98.06172471538152,-5.821724715381521
2024-11-22,132.24,108.24073164581911,23.9992683541809
2024-11-23,93.03,127.39892595675117,-34.36892595675117
2024-11-24,81.01,103.58904368955407,-22.57904368955407
2024-11-25,98.24,102.75335857831908,-4.513358578319085
2024-11-26,128.93,118.56822289935342,10.361777100646592
2024-11-27,118.79,87.05964417088414,31.730355829115865
2024-11-28,74.84,95.86012055458617,-21.02012055458617
2024-11-29,77.27,80.76160737304943,-3.4916073730494332
2024-11-30,72.05,96.31284743221534,-24.262847432215338
2024-12-01,45.29,101.54161752973882,-56.251617529738816
2024-12-02,49.4,91.80476361715999,-42.40476361715999
2024-12-03,55.49,79.08755515295003,-23.59755515295003
2024-12-04,61.06,95.66617169117269,-34.60617169117269
2024-12-05,100.48,94.26800210877795,6.211997891222055
2024-12-06,48.64,78.04963316710446,-29.40963316710446
2024-12-07,60.03,74.5932253911721,-14.563225391172097
2024-12-08,56.3,92.35227975719332,-36.05227975719332
2024-12-09,77.01,93.4463948943946,-16.436394894394596
2024-12-10,60.57,78.98024814707448,-18.410248147074476
2024-12-11,74.03,95.13108338968402,-21.10108338968402
2024-12-12,105.21,86.650411878063,18.559588121936997
2024-12-13,161.17,98.71507751179563,62.45492248820436
2024-12-14,168.01,96.54944685180972,71.46055314819027
2024-12-15,167.79,65.6870688339453,102.10293116605469
2024-12-16,136.81,88.8962895566712,47.913710443328796
2024-12-17,125.73,141.7996380496602,-16.069638049660185
2024-12-18,96.36,143.8760194577816,-47.51601945778161
2024-12-19,135.05,142.43848172193103,-7.388481721931015
2024-12-20,136.27,150.56641377696835,-14.296413776968336
2024-12-21,88.98,130.66077188373478,-41.68077188373478
2024-12-22,86.53,125.96754599917136,-39.43754599917136
2024-12-23,86.75,129.4274185196978,-42.677418519697795
2024-12-24,58.43,126.72688726062361,-68.2968872606236
2024-12-25,33.83,110.83223014255299,-77.00223014255299
2024-12-26,31.21,99.41773232939003,-68.20773232939004
2024-12-27,38.01,96.70628961063929,-58.69628961063929
2024-12-28,80.42,94.90957721238034,-14.48957721238034
